"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
isaac_dermatitis_38,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-b411c13e-7fff-40bd-6bbf-27fc6cc1c831"">¿En los últimos 12 meses, ¿la erupción ha desaparecido completamente durante algún período?</strong></p></div>","1, Sí | 0, No",,,,,,[isaac_dermatitis_36]='1',y,LV,,,,
isaac_dermatitis_39,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation"">¿La erupción de picor ha afectado tu sueño en los últimos 12 meses? Si es así, ¿con qué frecuencia?</p></div>","0, No ha afectado mi sueño | 1, Ha afectado ligeramente mi sueño | 2, Ha afectado moderadamente mi sueño | 3, Ha afectado severamente mi sueño",,,,,,[isaac_dermatitis_36]='1',y,LV,,,,
isaac_dermatitis_40,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-a71e79c8-7fff-51cb-11c5-4cd858a767f0"">¿Un médico te ha diagnosticado eczema o dermatitis atópica?</strong></p></div>","1, Sí | 0, No",,,,,,[isaac_dermatitis_36]='1',y,LV,,,,
feno,cuestionario_adolescentes_alergias,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 5: FENO (Fracción exhalada de Óxido Nítrico)</p></div>",text,"<div class=""rich-text-field-label""><p>FENO<br><span style=""font-weight: normal; color: #1c46f7;"">Registrar el valor de la fracción exhalada de óxido nítrico (FeNO) obtenido con el dispositivo calibrado</span></p></div>",,"Unidad: partes por billón (ppb)",number,,,,,y,LV,,,," @PLACEHOLDER(""Ingrese el valor en ppb"") @CHARLIMIT=5"
encuestador_alergias,cuestionario_adolescentes_alergias," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_alergias,cuestionario_adolescentes_alergias,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @HIDEBUTTON @NOW @READONLY"
comentario_alergias,cuestionario_adolescentes_alergias,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
peso_1,cuestionario_adolescentes_antropometria,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 1: Ficha sobre antropometría</p></div>",text,"Peso - Toma 1",,"Unidad: kilogramos (kg)",number,15,200,,,y,RH,,,,
peso_2,cuestionario_adolescentes_antropometria,,text,"Peso - Toma 2",,"kilogramos (kg)",number,15,200,,,,RH,,,,
peso_3,cuestionario_adolescentes_antropometria,,text,"Peso - Toma 3",,"kilogramos (kg)",number,15,200,,,,RH,,,,
talla_1,cuestionario_adolescentes_antropometria,,text,"Talla - Toma 1",,"Unidad: centrímetros (cm)",number,50,200,,,y,,,,,
talla_2,cuestionario_adolescentes_antropometria,,text,"Talla - Toma 2",,"Unidad: centrímetros (cm)",number,50,200,,,,,,,,
talla_3,cuestionario_adolescentes_antropometria,,text,"Talla - Toma 3",,"Unidad: centrímetros (cm)",number,50,200,,,,,,,,
talla_sentado_1,cuestionario_adolescentes_antropometria,,text,"Talla sentado - Toma 1",,"Unidad: centrímetros (cm)",number,50,200,,,,,,,,
talla_sentado_2,cuestionario_adolescentes_antropometria,,text,"Talla sentado - Toma 2",,"Unidad: centrímetros (cm)",number,,,,,,,,,,
talla_sentado_3,cuestionario_adolescentes_antropometria,,text,"Talla sentado - Toma 3",,"Unidad: centrímetros (cm)",number,,,,,,,,,,
pliegue_bicipital_1,cuestionario_adolescentes_antropometria,,text,"Pliegue bicipital - Toma 1",,"Unidad: milímetros (mm)",number,0,200,,,y,,,,,
pliegue_bicipital_2,cuestionario_adolescentes_antropometria,,text,"Pliegue bicipital - Toma 2",,"Unidad: milímetros (mm)",number,0,200,,,,,,,,
pliegue_bicipital_3,cuestionario_adolescentes_antropometria,,text,"Pliegue bicipital - Toma 3",,"Unidad: milímetros (mm)",number,0,200,,,,,,,,
pliegue_triceps_1,cuestionario_adolescentes_antropometria,,text,"Pliegue tricipital - Toma 1",,"Unidad: milímetros (mm)",number,1,50,,,y,RH,,,,
pliegue_triceps_2,cuestionario_adolescentes_antropometria,,text,"Pliegue tricipital - Toma 2",,"Unidad: milímetros (mm)",number,1,50,,,,RH,,,,
pliegue_triceps_3,cuestionario_adolescentes_antropometria,,text,"Pliegue tricipital - Toma 3",,"Unidad: milímetros (mm)",number,1,50,,,,RH,,,,
pliegue_subescapular_1,cuestionario_adolescentes_antropometria,,text,"Pliegue subescapular - Toma 1",,"Unidad: milímetros (mm)",number,3,60,,,y,RH,,,,
pliegue_subescapular_2,cuestionario_adolescentes_antropometria,,text,"Pliegue subescapular - Toma 2",,"Unidad: milímetros (mm)",number,3,60,,,,RH,,,,
pliegue_subescapular_3,cuestionario_adolescentes_antropometria,,text,"Pliegue subescapular - Toma 3",,"Unidad: milímetros (mm)",number,3,60,,,,RH,,,,
pliegue_pierna_1,cuestionario_adolescentes_antropometria,,text,"Pliegue de pierna - Toma 1",,"Unidad: milímetros (mm)",number,1,50,,,,RH,,,,
pliegue_pierna_2,cuestionario_adolescentes_antropometria,,text,"Pliegue de pierna - Toma 2",,"Unidad: milímetros (mm)",number,1,50,,,,RH,,,,
pliegue_pierna_3,cuestionario_adolescentes_antropometria,,text,"Pliegue de pierna - Toma 3",,"Unidad: milímetros (mm)",number,1,50,,,,RH,,,,
perimetro_cuello_1,cuestionario_adolescentes_antropometria,,text,"Perímetro de cuello - Toma 1",,"Unidad: centrímetros (cm)",number,25,60,,,,RH,,,,
perimetro_cuello_2,cuestionario_adolescentes_antropometria,,text,"Perímetro de cuello - Toma 2",,"Unidad: centrímetros (cm)",number,25,60,,,,RH,,,,
perimetro_cuello_3,cuestionario_adolescentes_antropometria,,text,"Perímetro de cuello - Toma 3",,"Unidad: centrímetros (cm)",number,25,60,,,,RH,,,,
perimetro_cintura_1,cuestionario_adolescentes_antropometria,,text,"Perímetro de cintura - Toma 1",,"Unidad: centrímetros (cm)",number,40,160,,,y,RH,,,,
perimetro_cintura_2,cuestionario_adolescentes_antropometria,,text,"Perímetro de cintura - Toma 2",,"Unidad: centrímetros (cm)",number,40,160,,,,RH,,,,
perimetro_cintura_3,cuestionario_adolescentes_antropometria,,text,"Perímetro de cintura - Toma 3",,"Unidad: centrímetros (cm)",number,40,160,,,,RH,,,,
perimetro_cadera_1,cuestionario_adolescentes_antropometria,,text,"Perímetro de cadera - Toma 1",,"Unidad: centrímetros (cm)",number,50,180,,,y,RH,,,,
perimetro_cadera_2,cuestionario_adolescentes_antropometria,,text,"Perímetro de cadera - Toma 2",,"Unidad: centrímetros (cm)",number,50,180,,,,RH,,,,
perimetro_cadera_3,cuestionario_adolescentes_antropometria,,text,"Perímetro de cadera - Toma 3",,"Unidad: centrímetros (cm)",number,50,180,,,,RH,,,,
masa_grasa_corporal,cuestionario_adolescentes_antropometria,,text,"<div class=""rich-text-field-label""><p>Porcentaje de masa grasa corporal <em>(bioimpedancia)</em></p></div>",,"Unidad: porcentaje (%) ",number,0,100,,,,RH,,,,
grasa_visceral,cuestionario_adolescentes_antropometria,,text,"<div class=""rich-text-field-label""><p>Porcentaje de grasa visceral <em>(bioimpedancia)</em></p></div>",,"Unidad: porcentaje (%) ",number,0,100,,,,RH,,,,
vo2max_fc_final,cuestionario_adolescentes_antropometria,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 2: Ficha VO2 Máx</p></div>",text,"<div class=""rich-text-field-label""><p>Frecuencia cardíaca final: <em>Frecuencia cardíaca al finalizar los 3 minutos (bpm)</em></p></div>",,"Unidad: latidos por minuto (bpm)",number,0,220,,,,RH,,,,
vo2max_sato2,cuestionario_adolescentes_antropometria,,text,"<div class=""rich-text-field-label""><p>Saturación de oxígeno: <em data-start=""2945"" data-end=""3004"">Saturación de oxígeno al finalizar los 3 minutos (SaO₂ %)</em></p></div>",,"Unidad: porcentaje (%) ",number,70,100,,,,RH,,,,
dinamo_1,cuestionario_adolescentes_antropometria,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 3: Ficha de dinamometría (Fuerza de prensión manual)</p></div>",text,"Dinamómetro - Toma 1",,"Unidad: kilogramos (kg)",number,,,,,,RH,,,,
dinamo_2,cuestionario_adolescentes_antropometria,,text,"Dinamómetro - Toma 2",,"Unidad: kilogramos (kg)",number,,,,,,RH,,,,
dinamo_3,cuestionario_adolescentes_antropometria,,text,"Dinamómetro - Toma 3",,"Unidad: kilogramos (kg)",number,,,,,,RH,,,,
dinamo_max,cuestionario_adolescentes_antropometria,,text,"Mejor fuerza (valor máximo)",,"Mejor resultado (kg)",number,,,,,,,,,,"max([dinamo_1], [dinamo_2], [dinamo_3])"
encuestador_antropometria,cuestionario_adolescentes_antropometria," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_antropometria,cuestionario_adolescentes_antropometria,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @NOW @HIDEBUTTON @READONLY"
comentario_antropometria,cuestionario_adolescentes_antropometria,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
pas_1,cuestionario_adolescentes_presion_arterial,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 1: Toma de presión arterial</p></div>",text,"Presión arterial sistólica (PAS) - Toma 1",,"Unidad: mmHg",number,60,250,,,y,,,,,
pas_2,cuestionario_adolescentes_presion_arterial,,text,"Presión arterial sistólica (PAS) - Toma 2",,"Unidad: mmHg",number,60,250,,,y,,,,,
pas_3,cuestionario_adolescentes_presion_arterial,,text,"Presión arterial sistólica (PAS) - Toma 3",,"Unidad: mmHg",number,60,250,,,y,,,,,
pad_1,cuestionario_adolescentes_presion_arterial,,text,"Presión arterial diastólica (PAD) - Toma 1",,"Unidad: mmHg",number,30,150,,,y,,,,,
pad_2,cuestionario_adolescentes_presion_arterial,,text,"Presión arterial diastólica (PAD) - Toma 2",,"Unidad: mmHg",number,30,150,,,y,,,,,
pad_3,cuestionario_adolescentes_presion_arterial,,text,"Presión arterial diastólica (PAD) - Toma 3",,"Unidad: mmHg",number,30,150,,,y,,,,,
pulso_1,cuestionario_adolescentes_presion_arterial,,text,"Frecuencia cardiaca (pulso) - Toma 1",,"Unidad: bpm",number,30,200,,,y,,,,,
pulso_2,cuestionario_adolescentes_presion_arterial,,text,"Frecuencia cardiaca (pulso) - Toma 2",,"Unidad: bpm",number,30,200,,,y,,,,,
pulso_3,cuestionario_adolescentes_presion_arterial,,text,"Frecuencia cardiaca (pulso) - Toma 3",,"Unidad: bpm",number,30,200,,,y,,,,,
encuestador_parterial,cuestionario_adolescentes_presion_arterial," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_parterial,cuestionario_adolescentes_presion_arterial,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @HIDEBUTTON @NOW @READONLY"
comentario_parterial,cuestionario_adolescentes_presion_arterial,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
sintomas_depresivos_1,cuestionario_adolescentes_salud_mental,"Módulo: Salud mental/ Nutrición

Módulo 1: Síntomas depresivos

Durante las últimas dos semanas, ¿qué tan a menudo has sentido cada uno de los siguientes síntomas? 
Marca la opción que mejor describa cómo te has sentido.",radio,"¿Te has sentido deprimido(a), irritable o sin esperanza?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_2,cuestionario_adolescentes_salud_mental,,radio,"¿Has tenido poco interés o placer en hacer cosas?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_3,cuestionario_adolescentes_salud_mental,,radio,"¿Has tenido dificultad para dormirte, mantenerte dormido(a) o has dormido demasiado?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_4,cuestionario_adolescentes_salud_mental,,radio,"¿Has tenido poco apetito, pérdida de peso o has comido en exceso?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_5,cuestionario_adolescentes_salud_mental,,radio,"¿Te has sentido cansado(a) o con poca energía?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_6,cuestionario_adolescentes_salud_mental,,radio,"¿Has sentido que has fallado a tu familia o a ti mismo(a)?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_7,cuestionario_adolescentes_salud_mental,,radio,"¿Has tenido problemas para concentrarte en tareas escolares, leer o ver televisión?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_8,cuestionario_adolescentes_salud_mental,,radio,"¿Te has movido o hablado tan lentamente que otras personas lo notan? ¿O has estado inquieto(a), moviéndote más de lo usual?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_depresivos_9,cuestionario_adolescentes_salud_mental,,radio,"¿Has tenido pensamientos de que estarías mejor muerto(a) o de hacerte daño de alguna manera?","0, Nunca | 1, Varios días | 2, Más de la mitad de los días | 3, Casi todos los días",,,,,,,y,,,sintomas_depresivos,,
sintomas_ansiedad_1,cuestionario_adolescentes_salud_mental,"Módulo 2: Síntomas de ansiedad

Durante la última semana, ¿qué tan a menudo has sentido los siguientes síntomas?",radio,"Sentí momentos de terror, miedo o susto repentino.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_2,cuestionario_adolescentes_salud_mental,,radio,"Me sentí ansioso(a), preocupado(a) o nervioso(a).","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_3,cuestionario_adolescentes_salud_mental,,radio,"Tuve pensamientos sobre cosas malas que podrían pasar, como una tragedia familiar, enfermedad, pérdida de trabajo o accidentes.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_4,cuestionario_adolescentes_salud_mental,,radio,"Sentí el corazón acelerado, sudoración, dificultad para respirar, mareo o temblores.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_5,cuestionario_adolescentes_salud_mental,,radio,"Sentí los músculos tensos, estaba inquieto(a) o con dificultad para relajarme o dormir.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_6,cuestionario_adolescentes_salud_mental,,radio,"Evité o no me acerqué a situaciones que me causaban preocupación.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_7,cuestionario_adolescentes_salud_mental,,radio,"Me retiré temprano de situaciones o participé muy poco debido a mis preocupaciones.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_8,cuestionario_adolescentes_salud_mental,,radio,"Pasé mucho tiempo tomando decisiones, postergando decisiones o preparándome para situaciones por mis preocupaciones.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_9,cuestionario_adolescentes_salud_mental,,radio,"Busqué tranquilidad o confirmación de otras personas debido a mis preocupaciones.","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
sintomas_ansiedad_10,cuestionario_adolescentes_salud_mental,,radio,"Necesité ayuda para sobrellevar mi ansiedad (por ejemplo, alcohol, medicación, objetos supersticiosos o apoyo de otras personas).","0, Nunca | 1, Ocasionalmente | 2, Mitad del tiempo | 3, La mayor parte del tiempo | 4, Todo el tiempo",,,,,,,y,,,sintomas_ansiedad,,
nutricion_1,cuestionario_adolescentes_salud_mental,"Módulo 3: Nutrición

Indica si cada afirmación es verdadera, falsa o nunca aplica.",radio,"Cuando almuerzo fuera de casa, suelo elegir una opción baja en grasa.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_2,cuestionario_adolescentes_salud_mental,,radio,"Suelo evitar comer frituras.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_3,cuestionario_adolescentes_salud_mental,,radio,"Suelo comer postres si hay disponibles.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_4,cuestionario_adolescentes_salud_mental,,radio,"Me aseguro de comer al menos una porción de fruta al día.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_5,cuestionario_adolescentes_salud_mental,,radio,"Trato de mantener bajo mi consumo total de grasa.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_6,cuestionario_adolescentes_salud_mental,,radio,"Si compro papas fritas (snacks), elijo una marca baja en grasa.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_7,cuestionario_adolescentes_salud_mental,,radio,"Evito comer muchas salchichas y hamburguesas.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_8,cuestionario_adolescentes_salud_mental,,radio,"Suelo comprar dulces o tortas.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_9,cuestionario_adolescentes_salud_mental,,radio,"Trato de mantener bajo mi consumo total de azúcar.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_10,cuestionario_adolescentes_salud_mental,,radio,"Como al menos una porción de verduras o ensalada al día.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_11,cuestionario_adolescentes_salud_mental,,radio,"Si como postre en casa, intento que sea bajo en grasa.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_12,cuestionario_adolescentes_salud_mental,,radio,"Rara vez como comida para llevar.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_13,cuestionario_adolescentes_salud_mental,,radio,"Trato de comer muchas frutas y verduras.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_14,cuestionario_adolescentes_salud_mental,,radio,"Suelo comer dulces o snacks entre comidas.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_15,cuestionario_adolescentes_salud_mental,,radio,"Generalmente como al menos una porción de verduras (sin contar papas) o ensalada por la noche.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_16,cuestionario_adolescentes_salud_mental,,radio,"Cuando compro una bebida gaseosa, elijo una versión dietética.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_17,cuestionario_adolescentes_salud_mental,,radio,"Cuando pongo mantequilla/margarina en el pan, uso una capa delgada.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_18,cuestionario_adolescentes_salud_mental,,radio,"Si llevo lonchera, normalmente incluyo chocolate o galletas.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_19,cuestionario_adolescentes_salud_mental,,radio,"Si como un snack entre comidas, suelo elegir fruta.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_20,cuestionario_adolescentes_salud_mental,,radio,"Si como postre en un restaurante, elijo el más saludable disponible.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_21,cuestionario_adolescentes_salud_mental,,radio,"Suelo poner crema a los postres.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_22,cuestionario_adolescentes_salud_mental,,radio,"Como al menos tres porciones de fruta la mayoría de días.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
nutricion_23,cuestionario_adolescentes_salud_mental,,radio,"En general, trato de llevar una dieta saludable.","1, Verdadero | 0, Falso | 99, Nunca",,,,,,,y,,,nutricion,,
paqc_1,cuestionario_adolescentes_salud_mental,"<div class=""rich-text-field-label""><p>Módulo 4: Frecuencia de actividad física <em>(PAQ-C adapatado)</em></p></div>",radio,"Durante los últimos 7 días, en tus clases de educación física, ¿con qué frecuencia estuviste muy activo(a)?","0, No tengo curso | 1, Casi nunca | 2, Algunas veces | 3, A menudo | 4, Siempre","(Marca solo una respuesta).",,,,,,y,LV,,,,
paqc_2,cuestionario_adolescentes_salud_mental,,radio,"Durante los últimos 7 días, ¿qué hiciste durante el recreo?","1, Estuve sentado(a) (hablar, leer, trabajo de clases, revisar el celular) | 2, Estuve de pie o caminando | 3, Corrí o jugué un poco | 4, Corrí y jugué bastante | 5, Corrí y jugué intensamente la mayor parte del tiempo","(Marca solo una respuesta).",,,,,,y,LV,,,,
paqc_3,cuestionario_adolescentes_salud_mental,,radio,"Durante los últimos 7 días, ¿qué hiciste en la hora de almuerzo (además de comer)?","1, Estuve sentado(a) (hablar, leer, trabajo de clases, revisar el celular) | 2, Estuve de pie o caminando | 3, Corrí o jugué un poco | 4, Corrí y jugué bastante | 5, Corrí y jugué intensamente la mayor parte del tiempo","(Marca solo una respuesta).",,,,,,y,LV,,,,
paqc_4,cuestionario_adolescentes_salud_mental,,radio,"Durante los últimos 7 días, inmediatamente después del colegio ¿cuántos días practicaste deporte, bailaste o jugaste en los que estuvieras muy activo? ","0, Ninguna vez | 1, 1 vez en la última semana | 2, 2 o 3 veces en la última semana | 3, 4 veces en la última semana | 4, 6 o más veces en la última semana","(Marca solo una respuesta).",,,,,,y,LV,,,,
paqc_5,cuestionario_adolescentes_salud_mental,,radio,"Durante los últimos 7 días, ¿en cuántas noches hiciste deporte, bailaste o jugaste activamente? ","0, Ninguna vez | 1, 1 vez en la última semana | 2, 2 o 3 veces en la última semana | 3, 4 o 5 veces en la última semana | 4, 6 o más veces en la última semana","(Marca solo una respuesta)",,,,,,y,LV,,,,
paqc_6,cuestionario_adolescentes_salud_mental,,radio,"Durante el último fin de semana, ¿cuántas veces hiciste deporte, bailaste o jugaste activamente? ","0, Ninguna vez | 1, 1 vez en la última semana | 2, 2 o 3 veces en la última semana | 3, 4 o 5 veces en la última semana | 4, 6 o más veces en la última semana","(Marca solo una respuesta).",,,,,,y,LV,,,,
paqc_7,cuestionario_adolescentes_salud_mental,,radio,"¿Cuál de las siguientes opciones te describe mejor en los últimos 7 días?","1, Todo o la mayoría de mi tiempo libre lo dedique a actividades que requieren poco esfuerzo físico. | 2, A veces (1 o 2 veces en la última semana) hice actividad física en mi tiempo libre (por ejemplo: practicar deportes, correr, nadar, andar en bicicleta, hacer aeróbicos). | 3, Regularmente (3 o 4 veces en la última semana) hice actividad física en mi tiempo libre. | 4, Frecuentemente (5 o 6 veces en la última semana) hice actividad física en mi tiempo libre. | 5, Muy frecuentemente (7 o más veces la semana pasada) hice actividad física en mi tiempo libre.","(Marca solo una respuesta).",,,,,,y,LV,,,,
paqc_8_1,cuestionario_adolescentes_salud_mental,"Marca con qué frecuencia hiciste actividad física (deporte, juegos, danza u otra) cada día de la semana pasada",checkbox,Lunes,"0, Ninguna | 1, A veces | 2, Regular | 3, Frecuente | 4, Muy frecuente",,,,,,,y,,,paqc_8,,
paqc_8_2,cuestionario_adolescentes_salud_mental,,checkbox,Martes,"0, Ninguna | 1, A veces | 2, Regular | 3, Frecuente | 4, Muy frecuente",,,,,,,y,,,paqc_8,,
paqc_8_3,cuestionario_adolescentes_salud_mental,,checkbox,Miércoles,"0, Ninguna | 1, A veces | 2, Regular | 3, Frecuente | 4, Muy frecuente",,,,,,,y,,,paqc_8,,
paqc_8_4,cuestionario_adolescentes_salud_mental,,checkbox,Jueves,"0, Ninguna | 1, A veces | 2, Regular | 3, Frecuente | 4, Muy frecuente",,,,,,,y,,,paqc_8,,
paqc_8_5,cuestionario_adolescentes_salud_mental,,checkbox,Viernes,"0, Ninguna | 1, A veces | 2, Regular | 3, Frecuente | 4, Muy frecuente",,,,,,,y,,,paqc_8,,
paqc_8_6,cuestionario_adolescentes_salud_mental,,checkbox,Sábado,"0, Ninguna | 1, A veces | 2, Regular | 3, Frecuente | 4, Muy frecuente",,,,,,,y,,,paqc_8,,
paqc_8_7,cuestionario_adolescentes_salud_mental,,checkbox,Domingo,"0, Ninguna | 1, A veces | 2, Regular | 3, Frecuente | 4, Muy frecuente",,,,,,,y,,,paqc_8,,
paqc_9,cuestionario_adolescentes_salud_mental,,radio,"¿Estuviste enfermo(a) esta última semana o algo impidió que hicieras normalmente actividad física?","0, No | 1, Sí {paqc_9_1}",,,,,,,y,LV,,,,
paqc_9_1,cuestionario_adolescentes_salud_mental,,text,"Si marcó ""sí"", especifique el motivo de enfermedad:",,"Escribir con mayúsculas y sin tildes.",,,,,[paqc_9]='1',y,LV,,,,
encuestador_saludmental,cuestionario_adolescentes_salud_mental," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_saludmental,cuestionario_adolescentes_salud_mental,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @HIDEBUTTON @NOW @READONLY"
comentario_saludmental,cuestionario_adolescentes_salud_mental,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
presion_atm,cuestionario_adolescentes_vi_espirometra,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 1. Formulario de prueba de espirometría (STF)</p></div>",text,"Presión atmosférica",,"Unidad: milibares (mbar)",number,0,,,,y,,,,,
temperatura_ambiente,cuestionario_adolescentes_vi_espirometra,,text,"Temperatura ambiente",,"Unidad: grados centígrados (°C)",number,0,100,,,y,,,,,
